Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Drop_timestamp,Delivery_Time,Request_Weekday,Delivery_Time_Min
1870,City,161,Trip Completed,12/7/2016 10:01,12/7/2016 10:42,0:41:00,Wednesday,41.00
2267,Airport,161,Trip Completed,12/7/2016 18:33,12/7/2016 19:36,1:03:00,Wednesday,63.00
2658,Airport,161,Trip Completed,12/7/2016 23:18,7/13/2016 0:03,0:45:21,Wednesday,45.35
3048,Airport,161,Trip Completed,7/13/2016 7:41,7/13/2016 8:14,0:33:02,Wednesday,33.03
3301,Airport,161,Trip Completed,7/13/2016 11:41,7/13/2016 12:28,0:46:58,Wednesday,46.97
3477,City,161,Trip Completed,7/13/2016 17:18,7/13/2016 18:09,0:51:54,Wednesday,51.90
4371,City,161,Trip Completed,7/14/2016 7:34,7/14/2016 8:24,0:49:36,Thursday,49.60
445,City,162,Trip Completed,11/7/2016 9:06,11/7/2016 10:05,0:59:00,Monday,59.00
1100,Airport,162,Trip Completed,11/7/2016 20:10,11/7/2016 20:52,0:42:00,Monday,42.00
1961,City,162,Trip Completed,12/7/2016 11:53,12/7/2016 12:27,0:34:00,Wednesday,34.00
3215,Airport,162,Trip Completed,7/13/2016 9:49,7/13/2016 10:57,1:07:58,Wednesday,67.97
3997,Airport,162,Trip Completed,7/13/2016 23:36,7/14/2016 0:22,0:46:03,Wednesday,46.05
4385,City,162,Trip Completed,7/14/2016 7:51,7/14/2016 8:24,0:32:09,Thursday,32.15
4736,City,162,Trip Completed,7/14/2016 14:31,7/14/2016 15:50,1:19:38,Thursday,79.63
5291,Airport,162,Trip Completed,7/14/2016 21:48,7/14/2016 22:45,0:57:17,Thursday,57.28
5350,City,162,Trip Completed,7/14/2016 22:52,7/14/2016 23:42,0:50:16,Thursday,50.27
5768,City,162,Trip Completed,7/15/2016 8:27,7/15/2016 9:30,1:03:12,Friday,63.20
675,City,163,Trip Completed,11/7/2016 13:24,11/7/2016 13:55,0:31:00,Monday,31.00
1996,Airport,163,Trip Completed,12/7/2016 12:57,12/7/2016 14:06,1:09:00,Wednesday,69.00
2510,City,163,Trip Completed,12/7/2016 21:01,12/7/2016 21:50,0:49:00,Wednesday,49.00
3969,Airport,163,Trip Completed,7/13/2016 22:58,7/13/2016 23:58,0:59:38,Wednesday,59.63
4397,City,163,Trip Completed,7/14/2016 7:56,7/14/2016 8:57,1:01:25,Thursday,61.42
5326,City,163,Trip Completed,7/14/2016 22:09,7/14/2016 23:13,1:03:46,Thursday,63.77
5987,City,163,Trip Completed,7/15/2016 11:42,7/15/2016 12:49,1:07:25,Friday,67.42
6152,Airport,163,Trip Completed,7/15/2016 16:15,7/15/2016 17:16,1:01:11,Friday,61.18
6317,City,163,Trip Completed,7/15/2016 18:35,7/15/2016 19:05,0:29:09,Friday,29.15
602,City,164,Trip Completed,11/7/2016 11:38,11/7/2016 12:57,1:19:00,Monday,79.00
981,City,164,Trip Completed,11/7/2016 19:01,11/7/2016 19:39,0:38:00,Monday,38.00
1317,Airport,164,Trip Completed,11/7/2016 22:57,11/7/2016 23:52,0:55:00,Monday,55.00
2112,Airport,164,Trip Completed,12/7/2016 16:32,12/7/2016 17:03,0:31:00,Wednesday,31.00
2365,City,164,Trip Completed,12/7/2016 19:34,12/7/2016 20:12,0:38:00,Wednesday,38.00
2849,City,164,Trip Completed,7/13/2016 5:29,7/13/2016 6:34,1:04:45,Wednesday,64.75
4573,City,164,Trip Completed,7/14/2016 9:47,7/14/2016 10:47,0:59:12,Thursday,59.20
5095,City,164,Trip Completed,7/14/2016 19:48,7/14/2016 20:55,1:06:51,Thursday,66.85
741,Airport,165,Trip Completed,11/7/2016 15:39,11/7/2016 16:27,0:48:00,Monday,48.00
1873,City,165,Trip Completed,12/7/2016 9:59,12/7/2016 10:44,0:45:00,Wednesday,45.00
2134,Airport,165,Trip Completed,12/7/2016 17:14,12/7/2016 17:44,0:30:00,Wednesday,30.00
3461,Airport,165,Trip Completed,7/13/2016 17:04,7/13/2016 18:07,1:03:34,Wednesday,63.57
3711,Airport,165,Trip Completed,7/13/2016 19:47,7/13/2016 20:46,0:58:46,Wednesday,58.77
5001,Airport,165,Trip Completed,7/14/2016 18:59,7/14/2016 19:35,0:35:55,Thursday,35.92
248,City,166,Trip Completed,11/7/2016 6:38,11/7/2016 7:45,1:07:00,Monday,67.00
1321,Airport,166,Trip Completed,11/7/2016 23:01,12/7/2016 0:05,1:04:00,Monday,64.00
1997,City,166,Trip Completed,12/7/2016 13:02,12/7/2016 13:57,0:55:00,Wednesday,55.00
2544,City,166,Trip Completed,12/7/2016 21:22,12/7/2016 21:51,0:29:00,Wednesday,29.00
3863,City,166,Trip Completed,7/13/2016 21:44,7/13/2016 22:50,1:05:50,Wednesday,65.83
4336,City,166,Trip Completed,7/14/2016 7:14,7/14/2016 8:34,1:20:16,Thursday,80.27
4754,City,166,Trip Completed,7/14/2016 15:24,7/14/2016 16:18,0:53:40,Thursday,53.67
6620,City,166,Trip Completed,7/15/2016 21:48,7/15/2016 22:36,0:48:06,Friday,48.10
500,Airport,167,Trip Completed,11/7/2016 9:38,11/7/2016 10:12,0:34:00,Monday,34.00
1518,City,167,Trip Completed,12/7/2016 5:50,12/7/2016 6:38,0:48:00,Wednesday,48.00
3082,City,167,Trip Completed,7/13/2016 8:10,7/13/2016 8:50,0:40:34,Wednesday,40.57
3478,Airport,167,Trip Completed,7/13/2016 17:19,7/13/2016 17:53,0:33:59,Wednesday,33.98
4539,City,167,Trip Completed,7/14/2016 9:35,7/14/2016 10:46,1:10:20,Thursday,70.33
4791,City,167,Trip Completed,7/14/2016 16:43,7/14/2016 17:32,0:49:48,Thursday,49.80
5263,City,167,Trip Completed,7/14/2016 21:30,7/14/2016 21:59,0:28:52,Thursday,28.87
1679,City,168,Trip Completed,12/7/2016 7:46,12/7/2016 8:24,0:38:00,Wednesday,38.00
2276,Airport,168,Trip Completed,12/7/2016 18:38,12/7/2016 19:46,1:08:00,Wednesday,68.00
2747,Airport,168,Trip Completed,7/13/2016 3:17,7/13/2016 3:54,0:37:54,Wednesday,37.90
3370,City,168,Trip Completed,7/13/2016 13:56,7/13/2016 14:56,0:59:17,Wednesday,59.28
3741,Airport,168,Trip Completed,7/13/2016 20:14,7/13/2016 21:21,1:07:14,Wednesday,67.23
4266,Airport,168,Trip Completed,7/14/2016 6:10,7/14/2016 6:56,0:46:01,Thursday,46.02
5596,City,168,Trip Completed,7/15/2016 6:08,7/15/2016 6:51,0:42:31,Friday,42.52
5961,Airport,168,Trip Completed,7/15/2016 10:55,7/15/2016 11:54,0:58:43,Friday,58.72
6418,City,168,Trip Completed,7/15/2016 19:45,7/15/2016 20:22,0:37:28,Friday,37.47
759,City,169,Trip Completed,11/7/2016 16:16,11/7/2016 16:47,0:31:00,Monday,31.00
2524,Airport,169,Trip Completed,12/7/2016 21:09,12/7/2016 21:55,0:46:00,Wednesday,46.00
2769,Airport,169,Trip Completed,7/13/2016 4:13,7/13/2016 5:06,0:52:43,Wednesday,52.72
5071,Airport,169,Trip Completed,7/14/2016 19:30,7/14/2016 20:17,0:46:55,Thursday,46.92
5287,City,169,Trip Completed,7/14/2016 21:46,7/14/2016 22:35,0:48:54,Thursday,48.90
33,Airport,170,Trip Completed,11/7/2016 2:17,11/7/2016 3:31,1:14:00,Monday,74.00
2692,City,170,Trip Completed,7/13/2016 0:42,7/13/2016 1:40,0:58:34,Wednesday,58.57
2835,City,170,Trip Completed,7/13/2016 5:19,7/13/2016 6:24,1:04:57,Wednesday,64.95
3122,Airport,170,Trip Completed,7/13/2016 8:37,7/13/2016 9:13,0:36:20,Wednesday,36.33
3465,City,170,Trip Completed,7/13/2016 17:12,7/13/2016 18:03,0:51:30,Wednesday,51.50
3857,City,170,Trip Completed,7/13/2016 21:34,7/13/2016 22:46,1:12:17,Wednesday,72.28
4343,Airport,170,Trip Completed,7/14/2016 7:17,7/14/2016 8:07,0:50:17,Thursday,50.28
4417,City,170,Trip Completed,7/14/2016 8:13,7/14/2016 9:07,0:54:01,Thursday,54.02
5756,City,170,Trip Completed,7/15/2016 8:03,7/15/2016 8:51,0:48:46,Friday,48.77
5907,Airport,170,Trip Completed,7/15/2016 9:56,7/15/2016 11:04,1:08:08,Friday,68.13
699,Airport,171,Trip Completed,11/7/2016 14:02,11/7/2016 15:02,1:00:00,Monday,60.00
821,City,171,Trip Completed,11/7/2016 17:34,11/7/2016 17:57,0:23:00,Monday,23.00
2085,City,171,Trip Completed,12/7/2016 15:41,12/7/2016 16:27,0:46:00,Wednesday,46.00
2346,Airport,171,Trip Completed,12/7/2016 19:17,12/7/2016 20:04,0:47:00,Wednesday,47.00
2704,City,171,Trip Completed,7/13/2016 1:12,7/13/2016 1:58,0:45:37,Wednesday,45.62
2901,Airport,171,Trip Completed,7/13/2016 6:04,7/13/2016 7:17,1:13:12,Wednesday,73.20
3475,City,171,Trip Completed,7/13/2016 17:19,7/13/2016 17:55,0:35:55,Wednesday,35.92
3743,Airport,171,Trip Completed,7/13/2016 20:19,7/13/2016 21:10,0:50:27,Wednesday,50.45
5209,Airport,171,Trip Completed,7/14/2016 20:58,7/14/2016 21:59,1:01:16,Thursday,61.27
6674,Airport,171,Trip Completed,7/15/2016 22:25,7/15/2016 23:08,0:43:01,Friday,43.02
714,City,172,Trip Completed,11/7/2016 14:28,11/7/2016 15:34,1:06:00,Monday,66.00
792,Airport,172,Trip Completed,11/7/2016 17:01,11/7/2016 17:44,0:43:00,Monday,43.00
1341,Airport,172,Trip Completed,11/7/2016 23:26,12/7/2016 0:06,0:40:00,Monday,40.00
1745,City,172,Trip Completed,12/7/2016 8:22,12/7/2016 9:13,0:51:00,Wednesday,51.00
1971,City,172,Trip Completed,12/7/2016 12:08,12/7/2016 13:25,1:17:00,Wednesday,77.00
2632,City,172,Trip Completed,12/7/2016 22:19,12/7/2016 23:21,1:02:00,Wednesday,62.00
2935,City,172,Trip Completed,7/13/2016 6:30,7/13/2016 7:01,0:31:34,Wednesday,31.57
3142,Airport,172,Trip Completed,7/13/2016 8:50,7/13/2016 9:59,1:08:20,Wednesday,68.33
4516,City,172,Trip Completed,7/14/2016 9:11,7/14/2016 9:57,0:46:17,Thursday,46.28
4605,Airport,172,Trip Completed,7/14/2016 10:14,7/14/2016 11:25,1:10:44,Thursday,70.73
5936,Airport,172,Trip Completed,7/15/2016 10:17,7/15/2016 11:04,0:46:53,Friday,46.88
6621,City,172,Trip Completed,7/15/2016 21:49,7/15/2016 22:30,0:40:43,Friday,40.72
752,Airport,173,Trip Completed,11/7/2016 16:03,11/7/2016 17:08,1:05:00,Monday,65.00
1336,City,173,Trip Completed,11/7/2016 23:17,11/7/2016 23:52,0:35:00,Monday,35.00
1836,Airport,173,Trip Completed,12/7/2016 9:37,12/7/2016 10:19,0:42:00,Wednesday,42.00
2447,Airport,173,Trip Completed,12/7/2016 20:24,12/7/2016 21:36,1:12:00,Wednesday,72.00
3517,Airport,173,Trip Completed,7/13/2016 17:46,7/13/2016 18:35,0:48:46,Wednesday,48.77
3831,Airport,173,Trip Completed,7/13/2016 21:16,7/13/2016 22:16,0:59:29,Wednesday,59.48
4136,City,173,Trip Completed,7/14/2016 4:46,7/14/2016 5:21,0:35:25,Thursday,35.42
4700,Airport,173,Trip Completed,7/14/2016 13:08,7/14/2016 13:54,0:46:44,Thursday,46.73
5484,City,173,Trip Completed,7/15/2016 4:54,7/15/2016 5:47,0:52:17,Friday,52.28
5900,City,173,Trip Completed,7/15/2016 9:53,7/15/2016 10:44,0:51:15,Friday,51.25
6634,Airport,173,Trip Completed,7/15/2016 22:03,7/15/2016 22:44,0:41:41,Friday,41.68
426,City,174,Trip Completed,11/7/2016 8:48,11/7/2016 9:53,1:05:00,Monday,65.00
1320,City,174,Trip Completed,11/7/2016 22:52,12/7/2016 0:06,1:14:00,Monday,74.00
1588,City,174,Trip Completed,12/7/2016 6:32,12/7/2016 7:19,0:47:00,Wednesday,47.00
2375,Airport,174,Trip Completed,12/7/2016 19:38,12/7/2016 20:38,1:00:00,Wednesday,60.00
4411,Airport,174,Trip Completed,7/14/2016 8:09,7/14/2016 8:52,0:42:31,Thursday,42.52
4769,Airport,174,Trip Completed,7/14/2016 15:42,7/14/2016 16:41,0:58:30,Thursday,58.50
5149,City,174,Trip Completed,7/14/2016 20:27,7/14/2016 21:26,0:59:12,Thursday,59.20
5659,City,174,Trip Completed,7/15/2016 7:03,7/15/2016 8:08,1:04:59,Friday,64.98
545,City,175,Trip Completed,11/7/2016 10:06,11/7/2016 10:42,0:36:00,Monday,36.00
778,City,175,Trip Completed,11/7/2016 16:39,11/7/2016 17:18,0:39:00,Monday,39.00
1289,City,175,Trip Completed,11/7/2016 22:26,11/7/2016 22:55,0:29:00,Monday,29.00
1654,Airport,175,Trip Completed,12/7/2016 7:23,12/7/2016 8:06,0:43:00,Wednesday,43.00
1945,Airport,175,Trip Completed,12/7/2016 11:33,12/7/2016 12:44,1:11:00,Wednesday,71.00
2460,City,175,Trip Completed,12/7/2016 20:29,12/7/2016 21:40,1:11:00,Wednesday,71.00
2877,Airport,175,Trip Completed,7/13/2016 5:49,7/13/2016 7:03,1:13:55,Wednesday,73.92
3264,City,175,Trip Completed,7/13/2016 10:21,7/13/2016 11:31,1:10:49,Wednesday,70.82
3927,City,175,Trip Completed,7/13/2016 22:22,7/13/2016 23:21,0:58:42,Wednesday,58.70
5774,City,175,Trip Completed,7/15/2016 8:29,7/15/2016 9:22,0:53:06,Friday,53.10
923,City,176,Trip Completed,11/7/2016 18:26,11/7/2016 19:37,1:11:00,Monday,71.00
1439,City,176,Trip Completed,12/7/2016 4:45,12/7/2016 5:19,0:34:00,Wednesday,34.00
2130,City,176,Trip Completed,12/7/2016 17:04,12/7/2016 17:46,0:42:00,Wednesday,42.00
2797,City,176,Trip Completed,7/13/2016 4:53,7/13/2016 6:07,1:13:34,Wednesday,73.57
3135,Airport,176,Trip Completed,7/13/2016 8:48,7/13/2016 9:21,0:33:06,Wednesday,33.10
3525,Airport,176,Trip Completed,7/13/2016 17:48,7/13/2016 18:50,1:02:03,Wednesday,62.05
3925,Airport,176,Trip Completed,7/13/2016 22:26,7/13/2016 23:25,0:58:49,Wednesday,58.82
4087,City,176,Trip Completed,7/14/2016 2:52,7/14/2016 3:57,1:04:47,Thursday,64.78
4706,City,176,Trip Completed,7/14/2016 13:14,7/14/2016 14:00,0:45:38,Thursday,45.63
5448,Airport,176,Trip Completed,7/15/2016 3:22,7/15/2016 4:27,1:04:43,Friday,64.72
5645,City,176,Trip Completed,7/15/2016 6:51,7/15/2016 7:35,0:44:38,Friday,44.63
5862,City,176,Trip Completed,7/15/2016 9:19,7/15/2016 9:56,0:37:24,Friday,37.40
6079,Airport,176,Trip Completed,7/15/2016 14:21,7/15/2016 15:07,0:45:26,Friday,45.43
6648,Airport,176,Trip Completed,7/15/2016 22:04,7/15/2016 23:14,1:09:47,Friday,69.78
863,City,177,Trip Completed,11/7/2016 17:55,11/7/2016 18:43,0:48:00,Monday,48.00
1324,City,177,Trip Completed,11/7/2016 22:59,12/7/2016 0:05,1:06:00,Monday,66.00
1666,City,177,Trip Completed,12/7/2016 7:37,12/7/2016 8:49,1:12:00,Wednesday,72.00
1797,Airport,177,Trip Completed,12/7/2016 9:15,12/7/2016 9:41,0:26:00,Wednesday,26.00
2279,Airport,177,Trip Completed,12/7/2016 18:38,12/7/2016 19:26,0:48:00,Wednesday,48.00
2997,City,177,Trip Completed,7/13/2016 7:10,7/13/2016 7:49,0:38:23,Wednesday,38.38
3343,Airport,177,Trip Completed,7/13/2016 12:57,7/13/2016 13:42,0:44:28,Wednesday,44.47
3625,Airport,177,Trip Completed,7/13/2016 18:57,7/13/2016 20:01,1:03:57,Wednesday,63.95
4310,City,177,Trip Completed,7/14/2016 6:48,7/14/2016 7:42,0:53:40,Thursday,53.67
4750,Airport,177,Trip Completed,7/14/2016 15:09,7/14/2016 16:20,1:11:15,Thursday,71.25
5185,Airport,177,Trip Completed,7/14/2016 20:35,7/14/2016 21:49,1:14:05,Thursday,74.08
5978,Airport,177,Trip Completed,7/15/2016 11:27,7/15/2016 12:10,0:42:58,Friday,42.97
6073,City,177,Trip Completed,7/15/2016 14:02,7/15/2016 14:50,0:47:50,Friday,47.83
455,City,178,Trip Completed,11/7/2016 9:17,11/7/2016 10:12,0:55:00,Monday,55.00
651,Airport,178,Trip Completed,11/7/2016 12:45,11/7/2016 13:25,0:40:00,Monday,40.00
742,City,178,Trip Completed,11/7/2016 15:38,11/7/2016 16:25,0:47:00,Monday,47.00
828,Airport,178,Trip Completed,11/7/2016 17:35,11/7/2016 18:07,0:32:00,Monday,32.00
1701,City,178,Trip Completed,12/7/2016 7:58,12/7/2016 8:47,0:49:00,Wednesday,49.00
1985,City,178,Trip Completed,12/7/2016 12:24,12/7/2016 13:29,1:05:00,Wednesday,65.00
2277,City,178,Trip Completed,12/7/2016 18:39,12/7/2016 19:34,0:55:00,Wednesday,55.00
3108,Airport,178,Trip Completed,7/13/2016 8:25,7/13/2016 9:35,1:10:08,Wednesday,70.13
3880,Airport,178,Trip Completed,7/13/2016 21:54,7/13/2016 22:35,0:41:48,Wednesday,41.80
4252,City,178,Trip Completed,7/14/2016 6:05,7/14/2016 6:46,0:41:23,Thursday,41.38
4646,Airport,178,Trip Completed,7/14/2016 11:49,7/14/2016 12:55,1:06:55,Thursday,66.92
5560,Airport,178,Trip Completed,7/15/2016 5:35,7/15/2016 6:19,0:43:59,Friday,43.98
483,City,179,Trip Completed,11/7/2016 9:26,11/7/2016 10:04,0:38:00,Monday,38.00
628,Airport,179,Trip Completed,11/7/2016 12:19,11/7/2016 13:00,0:41:00,Monday,41.00
2285,City,179,Trip Completed,12/7/2016 18:34,12/7/2016 19:14,0:40:00,Wednesday,40.00
4024,Airport,179,Trip Completed,7/13/2016 0:06,7/13/2016 0:42,0:35:47,Wednesday,35.78
2952,City,179,Trip Completed,7/13/2016 6:39,7/13/2016 7:56,1:16:51,Wednesday,76.85
4631,Airport,179,Trip Completed,7/14/2016 11:16,7/14/2016 12:24,1:07:36,Thursday,67.60
5200,Airport,179,Trip Completed,7/14/2016 20:48,7/14/2016 21:38,0:49:44,Thursday,49.73
5711,City,179,Trip Completed,7/15/2016 7:40,7/15/2016 8:33,0:53:08,Friday,53.13
6399,Airport,179,Trip Completed,7/15/2016 19:24,7/15/2016 20:01,0:37:10,Friday,37.17
6453,City,179,Trip Completed,7/15/2016 20:06,7/15/2016 21:02,0:55:52,Friday,55.87
788,City,180,Trip Completed,11/7/2016 16:53,11/7/2016 17:54,1:01:00,Monday,61.00
1550,Airport,180,Trip Completed,12/7/2016 6:08,12/7/2016 7:14,1:06:00,Wednesday,66.00
2069,Airport,180,Trip Completed,12/7/2016 15:20,12/7/2016 15:55,0:35:00,Wednesday,35.00
2593,City,180,Trip Completed,12/7/2016 21:43,12/7/2016 22:35,0:52:00,Wednesday,52.00
2943,City,180,Trip Completed,7/13/2016 6:41,7/13/2016 7:15,0:34:48,Wednesday,34.80
3649,City,180,Trip Completed,7/13/2016 19:11,7/13/2016 20:21,1:09:59,Wednesday,69.98
3942,Airport,180,Trip Completed,7/13/2016 22:36,7/13/2016 23:42,1:05:54,Wednesday,65.90
5512,Airport,180,Trip Completed,7/15/2016 5:10,7/15/2016 5:42,0:31:59,Friday,31.98
5752,City,180,Trip Completed,7/15/2016 8:02,7/15/2016 9:09,1:07:21,Friday,67.35
6362,City,180,Trip Completed,7/15/2016 19:05,7/15/2016 19:49,0:43:26,Friday,43.43
1151,Airport,181,Trip Completed,11/7/2016 20:40,11/7/2016 21:38,0:58:00,Monday,58.00
1812,Airport,181,Trip Completed,12/7/2016 9:16,12/7/2016 10:09,0:53:00,Wednesday,53.00
1946,Airport,181,Trip Completed,12/7/2016 11:28,12/7/2016 12:32,1:04:00,Wednesday,64.00
2646,City,181,Trip Completed,12/7/2016 22:46,12/7/2016 23:45,0:59:00,Wednesday,59.00
3255,Airport,181,Trip Completed,7/13/2016 10:10,7/13/2016 11:20,1:10:59,Wednesday,70.98
3431,Airport,181,Trip Completed,7/13/2016 16:03,7/13/2016 16:46,0:43:41,Wednesday,43.68
3634,City,181,Trip Completed,7/13/2016 19:00,7/13/2016 19:54,0:53:30,Wednesday,53.50
4592,City,181,Trip Completed,7/14/2016 10:09,7/14/2016 10:38,0:29:11,Thursday,29.18
5705,City,181,Trip Completed,7/15/2016 7:32,7/15/2016 8:16,0:43:34,Friday,43.57
6056,Airport,181,Trip Completed,7/15/2016 13:35,7/15/2016 14:02,0:26:54,Friday,26.90
325,City,182,Trip Completed,11/7/2016 7:34,11/7/2016 8:44,1:10:00,Monday,70.00
1015,City,182,Trip Completed,11/7/2016 19:15,11/7/2016 20:11,0:56:00,Monday,56.00
1308,City,182,Trip Completed,11/7/2016 22:41,11/7/2016 23:54,1:13:00,Monday,73.00
1667,City,182,Trip Completed,12/7/2016 7:42,12/7/2016 8:03,0:21:00,Wednesday,21.00
2436,Airport,182,Trip Completed,12/7/2016 20:15,12/7/2016 20:46,0:31:00,Wednesday,31.00
2865,City,182,Trip Completed,7/13/2016 5:42,7/13/2016 6:25,0:43:24,Wednesday,43.40
3397,City,182,Trip Completed,7/13/2016 15:00,7/13/2016 15:58,0:58:28,Wednesday,58.47
4040,Airport,182,Trip Completed,7/14/2016 0:38,7/14/2016 1:50,1:11:44,Thursday,71.73
4094,City,182,Trip Completed,7/14/2016 3:09,7/14/2016 3:44,0:35:38,Thursday,35.63
4568,Airport,182,Trip Completed,7/14/2016 9:50,7/14/2016 10:22,0:31:32,Thursday,31.53
5105,City,182,Trip Completed,7/14/2016 19:59,7/14/2016 20:37,0:37:31,Thursday,37.52
573,Airport,183,Trip Completed,11/7/2016 10:57,11/7/2016 11:30,0:33:00,Monday,33.00
789,City,183,Trip Completed,11/7/2016 16:54,11/7/2016 17:36,0:42:00,Monday,42.00
1525,City,183,Trip Completed,12/7/2016 5:48,12/7/2016 6:46,0:58:00,Wednesday,58.00
2786,Airport,183,Trip Completed,7/13/2016 4:54,7/13/2016 5:34,0:39:47,Wednesday,39.78
3143,Airport,183,Trip Completed,7/13/2016 8:52,7/13/2016 9:57,1:05:05,Wednesday,65.08
3917,City,183,Trip Completed,7/13/2016 22:15,7/13/2016 23:23,1:07:57,Wednesday,67.95
4375,City,183,Trip Completed,7/14/2016 7:38,7/14/2016 8:42,1:03:39,Thursday,63.65
6345,City,183,Trip Completed,7/15/2016 18:44,7/15/2016 19:57,1:12:46,Friday,72.77
169,City,184,Trip Completed,11/7/2016 5:45,11/7/2016 6:48,1:03:00,Monday,63.00
537,City,184,Trip Completed,11/7/2016 10:05,11/7/2016 10:57,0:52:00,Monday,52.00
682,City,184,Trip Completed,11/7/2016 13:32,11/7/2016 14:19,0:47:00,Monday,47.00
1384,City,184,Trip Completed,12/7/2016 1:15,12/7/2016 2:18,1:03:00,Wednesday,63.00
2167,Airport,184,Trip Completed,12/7/2016 17:30,12/7/2016 18:30,1:00:00,Wednesday,60.00
2295,City,184,Trip Completed,12/7/2016 18:48,12/7/2016 19:12,0:24:00,Wednesday,24.00
3109,City,184,Trip Completed,7/13/2016 8:22,7/13/2016 9:18,0:55:42,Wednesday,55.70
3293,City,184,Trip Completed,7/13/2016 11:18,7/13/2016 11:52,0:34:15,Wednesday,34.25
3444,City,184,Trip Completed,7/13/2016 16:33,7/13/2016 17:49,1:16:10,Wednesday,76.17
3660,Airport,184,Trip Completed,7/13/2016 19:22,7/13/2016 19:51,0:28:53,Wednesday,28.88
4693,City,184,Trip Completed,7/14/2016 13:01,7/14/2016 14:10,1:08:48,Thursday,68.80
5214,Airport,184,Trip Completed,7/14/2016 20:59,7/14/2016 21:48,0:48:55,Thursday,48.92
5570,City,184,Trip Completed,7/15/2016 5:53,7/15/2016 6:17,0:24:18,Friday,24.30
6003,Airport,184,Trip Completed,7/15/2016 12:09,7/15/2016 12:57,0:48:33,Friday,48.55
6663,Airport,184,Trip Completed,7/15/2016 22:22,7/15/2016 23:03,0:41:22,Friday,41.37
616,Airport,185,Trip Completed,11/7/2016 12:05,11/7/2016 12:48,0:43:00,Monday,43.00
1056,City,185,Trip Completed,11/7/2016 19:49,11/7/2016 20:28,0:39:00,Monday,39.00
1903,City,185,Trip Completed,12/7/2016 10:36,12/7/2016 11:32,0:56:00,Wednesday,56.00
2643,City,185,Trip Completed,12/7/2016 22:37,12/7/2016 23:34,0:57:00,Wednesday,57.00
3291,City,185,Trip Completed,7/13/2016 11:10,7/13/2016 12:31,1:21:02,Wednesday,81.03
3965,Airport,185,Trip Completed,7/13/2016 22:50,7/13/2016 23:20,0:29:37,Wednesday,29.62
4007,City,185,Trip Completed,7/13/2016 23:46,7/14/2016 0:23,0:37:20,Wednesday,37.33
4234,City,185,Trip Completed,7/14/2016 5:59,7/14/2016 7:01,1:02:06,Thursday,62.10
4388,Airport,185,Trip Completed,7/14/2016 7:50,7/14/2016 8:48,0:58:32,Thursday,58.53
4964,City,185,Trip Completed,7/14/2016 18:34,7/14/2016 19:13,0:38:17,Thursday,38.28
5544,City,185,Trip Completed,7/15/2016 5:23,7/15/2016 5:56,0:33:10,Friday,33.17
6217,City,185,Trip Completed,7/15/2016 17:33,7/15/2016 18:00,0:26:23,Friday,26.38
1345,Airport,186,Trip Completed,11/7/2016 23:37,12/7/2016 0:09,0:32:00,Monday,32.00
1874,Airport,186,Trip Completed,12/7/2016 9:56,12/7/2016 10:42,0:46:00,Wednesday,46.00
2413,City,186,Trip Completed,12/7/2016 20:02,12/7/2016 21:16,1:14:00,Wednesday,74.00
3068,City,186,Trip Completed,7/13/2016 7:59,7/13/2016 8:49,0:49:15,Wednesday,49.25
3452,City,186,Trip Completed,7/13/2016 16:52,7/13/2016 17:25,0:32:57,Wednesday,32.95
4031,City,186,Trip Completed,7/14/2016 0:22,7/14/2016 0:55,0:32:19,Thursday,32.32
4438,Airport,186,Trip Completed,7/14/2016 8:27,7/14/2016 9:12,0:45:06,Thursday,45.10
5521,Airport,186,Trip Completed,7/15/2016 5:19,7/15/2016 6:27,1:08:36,Friday,68.60
5832,City,186,Trip Completed,7/15/2016 9:00,7/15/2016 9:55,0:54:46,Friday,54.77
5990,Airport,186,Trip Completed,7/15/2016 11:43,7/15/2016 12:40,0:57:37,Friday,57.62
6254,City,186,Trip Completed,7/15/2016 17:57,7/15/2016 18:50,0:53:00,Friday,53.00
320,City,187,Trip Completed,11/7/2016 7:32,11/7/2016 8:44,1:12:00,Monday,72.00
717,City,187,Trip Completed,11/7/2016 14:52,11/7/2016 15:46,0:54:00,Monday,54.00
2074,City,187,Trip Completed,12/7/2016 15:32,12/7/2016 16:24,0:52:00,Wednesday,52.00
4576,Airport,187,Trip Completed,7/14/2016 9:57,7/14/2016 11:13,1:15:36,Thursday,75.60
5503,City,187,Trip Completed,7/15/2016 5:11,7/15/2016 6:01,0:49:57,Friday,49.95
173,City,188,Trip Completed,11/7/2016 5:45,11/7/2016 6:30,0:45:00,Monday,45.00
698,City,188,Trip Completed,11/7/2016 14:00,11/7/2016 14:49,0:49:00,Monday,49.00
2039,Airport,188,Trip Completed,12/7/2016 14:29,12/7/2016 15:18,0:49:00,Wednesday,49.00
2467,Airport,188,Trip Completed,12/7/2016 20:34,12/7/2016 21:41,1:07:00,Wednesday,67.00
2676,Airport,188,Trip Completed,12/7/2016 23:53,7/13/2016 0:26,0:33:55,Wednesday,33.92
3038,City,188,Trip Completed,7/13/2016 7:37,7/13/2016 8:33,0:56:10,Wednesday,56.17
4003,Airport,188,Trip Completed,7/13/2016 23:40,7/14/2016 0:38,0:57:55,Wednesday,57.92
