Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Delivery_Time,Request_Weekday,
2911,Airport,153,Trip Completed,7/13/2016 6:09,7/13/2016 6:59,00:50:03,Wednesday,
3360,Airport,153,Trip Completed,7/13/2016 13:37,7/13/2016 14:20,00:43:46,Wednesday,
3667,Airport,153,Trip Completed,7/13/2016 19:23,7/13/2016 20:11,00:48:04,Wednesday,
4624,Airport,153,Trip Completed,7/14/2016 11:05,7/14/2016 11:53,00:48:12,Thursday,
604,City,154,Trip Completed,11/7/2016 11:44,11/7/2016 12:49,01:05:00,Monday,
1464,Airport,154,Trip Completed,12/7/2016 5:03,12/7/2016 6:03,01:00:00,Wednesday,
1810,City,154,Trip Completed,12/7/2016 9:18,12/7/2016 9:54,00:36:00,Wednesday,
2009,City,154,Trip Completed,12/7/2016 13:25,12/7/2016 14:33,01:08:00,Wednesday,
2166,City,154,Trip Completed,12/7/2016 17:30,12/7/2016 18:35,01:05:00,Wednesday,
5379,City,154,Trip Completed,7/14/2016 23:51,7/15/2016 1:04,01:13:09,Thursday,
1367,City,155,Trip Completed,11/7/2016 0:05,11/7/2016 1:06,01:01:00,Monday,
447,City,155,Trip Completed,11/7/2016 9:07,11/7/2016 9:57,00:50:00,Monday,
1682,City,155,Trip Completed,12/7/2016 7:47,12/7/2016 8:38,00:51:00,Wednesday,
2043,Airport,155,Trip Completed,12/7/2016 14:30,12/7/2016 15:21,00:51:00,Wednesday,
2796,Airport,155,Trip Completed,7/13/2016 4:49,7/13/2016 5:29,00:40:33,Wednesday,
3945,City,155,Trip Completed,7/13/2016 22:33,7/13/2016 23:16,00:43:12,Wednesday,
4196,City,155,Trip Completed,7/14/2016 5:29,7/14/2016 6:36,01:06:59,Thursday,
5174,City,155,Trip Completed,7/14/2016 20:29,7/14/2016 21:24,00:54:55,Thursday,
5480,City,155,Trip Completed,7/15/2016 4:51,7/15/2016 6:03,01:12:43,Friday,
5883,Airport,155,Trip Completed,7/15/2016 9:39,7/15/2016 10:48,01:09:02,Friday,
6013,Airport,155,Trip Completed,7/15/2016 12:26,7/15/2016 13:03,00:36:43,Friday,
438,City,156,Trip Completed,11/7/2016 9:05,11/7/2016 10:14,01:09:00,Monday,
636,City,156,Trip Completed,11/7/2016 12:25,11/7/2016 13:09,00:44:00,Monday,
1938,Airport,156,Trip Completed,12/7/2016 11:21,12/7/2016 12:03,00:42:00,Wednesday,
2129,Airport,156,Trip Completed,12/7/2016 17:06,12/7/2016 18:18,01:12:00,Wednesday,
3337,Airport,156,Trip Completed,7/13/2016 12:42,7/13/2016 13:50,01:08:07,Wednesday,
3472,City,156,Trip Completed,7/13/2016 17:16,7/13/2016 18:06,00:49:36,Wednesday,
3991,City,156,Trip Completed,7/13/2016 23:24,7/14/2016 0:06,00:42:13,Wednesday,
4221,Airport,156,Trip Completed,7/14/2016 5:46,7/14/2016 6:35,00:48:36,Thursday,
5719,Airport,156,Trip Completed,7/15/2016 7:45,7/15/2016 8:21,00:35:38,Friday,
143,Airport,157,Trip Completed,11/7/2016 5:24,11/7/2016 6:01,00:37:00,Monday,
784,City,157,Trip Completed,11/7/2016 16:50,11/7/2016 17:23,00:33:00,Monday,
1020,Airport,157,Trip Completed,11/7/2016 19:17,11/7/2016 20:08,00:51:00,Monday,
2934,City,157,Trip Completed,7/13/2016 6:28,7/13/2016 7:10,00:41:56,Wednesday,
4073,City,157,Trip Completed,7/14/2016 2:10,7/14/2016 2:54,00:43:45,Thursday,
4751,City,157,Trip Completed,7/14/2016 15:18,7/14/2016 16:12,00:54:13,Thursday,
5275,City,157,Trip Completed,7/14/2016 21:38,7/14/2016 22:21,00:43:42,Thursday,
1262,Airport,158,Trip Completed,11/7/2016 22:00,11/7/2016 23:04,01:04:00,Monday,
1600,City,158,Trip Completed,12/7/2016 6:39,12/7/2016 7:13,00:34:00,Wednesday,
2016,City,158,Trip Completed,12/7/2016 13:34,12/7/2016 14:36,01:02:00,Wednesday,
2370,Airport,158,Trip Completed,12/7/2016 19:37,12/7/2016 20:11,00:34:00,Wednesday,
3192,Airport,158,Trip Completed,7/13/2016 9:32,7/13/2016 10:42,01:09:57,Wednesday,
3367,Airport,158,Trip Completed,7/13/2016 13:51,7/13/2016 14:29,00:38:30,Wednesday,
3952,City,158,Trip Completed,7/13/2016 22:45,7/13/2016 23:41,00:55:53,Wednesday,
4517,Airport,158,Trip Completed,7/14/2016 9:22,7/14/2016 10:04,00:41:57,Thursday,
4944,City,158,Trip Completed,7/14/2016 18:33,7/14/2016 19:04,00:31:48,Thursday,
6037,Airport,158,Trip Completed,7/15/2016 13:03,7/15/2016 14:01,00:58:08,Friday,
6385,Airport,158,Trip Completed,7/15/2016 19:19,7/15/2016 20:21,01:01:13,Friday,
398,City,159,Trip Completed,11/7/2016 8:26,11/7/2016 9:32,01:06:00,Monday,
2163,Airport,159,Trip Completed,12/7/2016 17:30,12/7/2016 18:07,00:37:00,Wednesday,
3985,Airport,159,Trip Completed,7/13/2016 23:15,7/14/2016 0:33,01:18:13,Wednesday,
4780,City,159,Trip Completed,7/14/2016 16:29,7/14/2016 16:58,00:29:00,Thursday,
5453,City,159,Trip Completed,7/15/2016 3:38,7/15/2016 4:28,00:50:07,Friday,
5807,City,159,Trip Completed,7/15/2016 8:41,7/15/2016 9:11,00:30:23,Friday,
6074,Airport,159,Trip Completed,7/15/2016 14:07,7/15/2016 14:56,00:49:09,Friday,
6651,City,159,Trip Completed,7/15/2016 22:06,7/15/2016 22:46,00:39:29,Friday,
223,Airport,160,Trip Completed,11/7/2016 6:13,11/7/2016 7:05,00:52:00,Monday,
680,City,160,Trip Completed,11/7/2016 13:30,11/7/2016 14:38,01:08:00,Monday,
887,Airport,160,Trip Completed,11/7/2016 18:10,11/7/2016 18:47,00:37:00,Monday,
1689,Airport,160,Trip Completed,12/7/2016 7:51,12/7/2016 8:32,00:41:00,Wednesday,
1939,City,160,Trip Completed,12/7/2016 11:18,12/7/2016 11:54,00:36:00,Wednesday,
2182,City,160,Trip Completed,12/7/2016 17:42,12/7/2016 18:30,00:48:00,Wednesday,
3223,Airport,160,Trip Completed,7/13/2016 9:48,7/13/2016 10:31,00:43:11,Wednesday,
3819,Airport,160,Trip Completed,7/13/2016 21:08,7/13/2016 21:48,00:40:34,Wednesday,
4823,Airport,160,Trip Completed,7/14/2016 17:22,7/14/2016 18:38,01:16:09,Thursday,
5431,Airport,160,Trip Completed,7/15/2016 2:38,7/15/2016 3:23,00:45:24,Friday,
6353,Airport,160,Trip Completed,7/15/2016 18:57,7/15/2016 19:27,00:30:56,Friday,
163,City,161,Trip Completed,11/7/2016 5:35,11/7/2016 6:49,01:14:00,Monday,
706,Airport,161,Trip Completed,11/7/2016 14:12,11/7/2016 15:27,01:15:00,Monday,
1214,Airport,161,Trip Completed,11/7/2016 21:30,11/7/2016 21:57,00:27:00,Monday,
1399,City,161,Trip Completed,12/7/2016 2:35,12/7/2016 3:42,01:07:00,Wednesday,
1574,Airport,161,Trip Completed,12/7/2016 6:26,12/7/2016 7:15,00:49:00,Wednesday,
1870,City,161,Trip Completed,12/7/2016 10:01,12/7/2016 10:42,00:41:00,Wednesday,
2267,Airport,161,Trip Completed,12/7/2016 18:33,12/7/2016 19:36,01:03:00,Wednesday,
2658,Airport,161,Trip Completed,12/7/2016 23:18,7/13/2016 0:03,00:45:21,Wednesday,
3048,Airport,161,Trip Completed,7/13/2016 7:41,7/13/2016 8:14,00:33:02,Wednesday,
3301,Airport,161,Trip Completed,7/13/2016 11:41,7/13/2016 12:28,00:46:58,Wednesday,
3477,City,161,Trip Completed,7/13/2016 17:18,7/13/2016 18:09,00:51:54,Wednesday,
4371,City,161,Trip Completed,7/14/2016 7:34,7/14/2016 8:24,00:49:36,Thursday,
445,City,162,Trip Completed,11/7/2016 9:06,11/7/2016 10:05,00:59:00,Monday,
1100,Airport,162,Trip Completed,11/7/2016 20:10,11/7/2016 20:52,00:42:00,Monday,
1961,City,162,Trip Completed,12/7/2016 11:53,12/7/2016 12:27,00:34:00,Wednesday,
3215,Airport,162,Trip Completed,7/13/2016 9:49,7/13/2016 10:57,01:07:58,Wednesday,
3997,Airport,162,Trip Completed,7/13/2016 23:36,7/14/2016 0:22,00:46:03,Wednesday,
4385,City,162,Trip Completed,7/14/2016 7:51,7/14/2016 8:24,00:32:09,Thursday,
4736,City,162,Trip Completed,7/14/2016 14:31,7/14/2016 15:50,01:19:38,Thursday,
5291,Airport,162,Trip Completed,7/14/2016 21:48,7/14/2016 22:45,00:57:17,Thursday,
5350,City,162,Trip Completed,7/14/2016 22:52,7/14/2016 23:42,00:50:16,Thursday,
5768,City,162,Trip Completed,7/15/2016 8:27,7/15/2016 9:30,01:03:12,Friday,
675,City,163,Trip Completed,11/7/2016 13:24,11/7/2016 13:55,00:31:00,Monday,
1996,Airport,163,Trip Completed,12/7/2016 12:57,12/7/2016 14:06,01:09:00,Wednesday,
2510,City,163,Trip Completed,12/7/2016 21:01,12/7/2016 21:50,00:49:00,Wednesday,
3969,Airport,163,Trip Completed,7/13/2016 22:58,7/13/2016 23:58,00:59:38,Wednesday,
4397,City,163,Trip Completed,7/14/2016 7:56,7/14/2016 8:57,01:01:25,Thursday,
5326,City,163,Trip Completed,7/14/2016 22:09,7/14/2016 23:13,01:03:46,Thursday,
5987,City,163,Trip Completed,7/15/2016 11:42,7/15/2016 12:49,01:07:25,Friday,
6152,Airport,163,Trip Completed,7/15/2016 16:15,7/15/2016 17:16,01:01:11,Friday,
6317,City,163,Trip Completed,7/15/2016 18:35,7/15/2016 19:05,00:29:09,Friday,
602,City,164,Trip Completed,11/7/2016 11:38,11/7/2016 12:57,01:19:00,Monday,
981,City,164,Trip Completed,11/7/2016 19:01,11/7/2016 19:39,00:38:00,Monday,
1317,Airport,164,Trip Completed,11/7/2016 22:57,11/7/2016 23:52,00:55:00,Monday,
2112,Airport,164,Trip Completed,12/7/2016 16:32,12/7/2016 17:03,00:31:00,Wednesday,
2365,City,164,Trip Completed,12/7/2016 19:34,12/7/2016 20:12,00:38:00,Wednesday,
2849,City,164,Trip Completed,7/13/2016 5:29,7/13/2016 6:34,01:04:45,Wednesday,
4573,City,164,Trip Completed,7/14/2016 9:47,7/14/2016 10:47,00:59:12,Thursday,
5095,City,164,Trip Completed,7/14/2016 19:48,7/14/2016 20:55,01:06:51,Thursday,
741,Airport,165,Trip Completed,11/7/2016 15:39,11/7/2016 16:27,00:48:00,Monday,
1873,City,165,Trip Completed,12/7/2016 9:59,12/7/2016 10:44,00:45:00,Wednesday,
2134,Airport,165,Trip Completed,12/7/2016 17:14,12/7/2016 17:44,00:30:00,Wednesday,
3461,Airport,165,Trip Completed,7/13/2016 17:04,7/13/2016 18:07,01:03:34,Wednesday,
3711,Airport,165,Trip Completed,7/13/2016 19:47,7/13/2016 20:46,00:58:46,Wednesday,
5001,Airport,165,Trip Completed,7/14/2016 18:59,7/14/2016 19:35,00:35:55,Thursday,
248,City,166,Trip Completed,11/7/2016 6:38,11/7/2016 7:45,01:07:00,Monday,
1321,Airport,166,Trip Completed,11/7/2016 23:01,12/7/2016 0:05,01:04:00,Monday,
1997,City,166,Trip Completed,12/7/2016 13:02,12/7/2016 13:57,00:55:00,Wednesday,
2544,City,166,Trip Completed,12/7/2016 21:22,12/7/2016 21:51,00:29:00,Wednesday,
3863,City,166,Trip Completed,7/13/2016 21:44,7/13/2016 22:50,01:05:50,Wednesday,
4336,City,166,Trip Completed,7/14/2016 7:14,7/14/2016 8:34,01:20:16,Thursday,
4754,City,166,Trip Completed,7/14/2016 15:24,7/14/2016 16:18,00:53:40,Thursday,
6620,City,166,Trip Completed,7/15/2016 21:48,7/15/2016 22:36,00:48:06,Friday,
500,Airport,167,Trip Completed,11/7/2016 9:38,11/7/2016 10:12,00:34:00,Monday,
1518,City,167,Trip Completed,12/7/2016 5:50,12/7/2016 6:38,00:48:00,Wednesday,
3082,City,167,Trip Completed,7/13/2016 8:10,7/13/2016 8:50,00:40:34,Wednesday,
3478,Airport,167,Trip Completed,7/13/2016 17:19,7/13/2016 17:53,00:33:59,Wednesday,
4539,City,167,Trip Completed,7/14/2016 9:35,7/14/2016 10:46,01:10:20,Thursday,
4791,City,167,Trip Completed,7/14/2016 16:43,7/14/2016 17:32,00:49:48,Thursday,
5263,City,167,Trip Completed,7/14/2016 21:30,7/14/2016 21:59,00:28:52,Thursday,
1679,City,168,Trip Completed,12/7/2016 7:46,12/7/2016 8:24,00:38:00,Wednesday,
2276,Airport,168,Trip Completed,12/7/2016 18:38,12/7/2016 19:46,01:08:00,Wednesday,
2747,Airport,168,Trip Completed,7/13/2016 3:17,7/13/2016 3:54,00:37:54,Wednesday,
3370,City,168,Trip Completed,7/13/2016 13:56,7/13/2016 14:56,00:59:17,Wednesday,
3741,Airport,168,Trip Completed,7/13/2016 20:14,7/13/2016 21:21,01:07:14,Wednesday,
4266,Airport,168,Trip Completed,7/14/2016 6:10,7/14/2016 6:56,00:46:01,Thursday,
5596,City,168,Trip Completed,7/15/2016 6:08,7/15/2016 6:51,00:42:31,Friday,
5961,Airport,168,Trip Completed,7/15/2016 10:55,7/15/2016 11:54,00:58:43,Friday,
6418,City,168,Trip Completed,7/15/2016 19:45,7/15/2016 20:22,00:37:28,Friday,
759,City,169,Trip Completed,11/7/2016 16:16,11/7/2016 16:47,00:31:00,Monday,
2524,Airport,169,Trip Completed,12/7/2016 21:09,12/7/2016 21:55,00:46:00,Wednesday,
2769,Airport,169,Trip Completed,7/13/2016 4:13,7/13/2016 5:06,00:52:43,Wednesday,
5071,Airport,169,Trip Completed,7/14/2016 19:30,7/14/2016 20:17,00:46:55,Thursday,
5287,City,169,Trip Completed,7/14/2016 21:46,7/14/2016 22:35,00:48:54,Thursday,
33,Airport,170,Trip Completed,11/7/2016 2:17,11/7/2016 3:31,01:14:00,Monday,
2692,City,170,Trip Completed,7/13/2016 0:42,7/13/2016 1:40,00:58:34,Wednesday,
2835,City,170,Trip Completed,7/13/2016 5:19,7/13/2016 6:24,01:04:57,Wednesday,
3122,Airport,170,Trip Completed,7/13/2016 8:37,7/13/2016 9:13,00:36:20,Wednesday,
3465,City,170,Trip Completed,7/13/2016 17:12,7/13/2016 18:03,00:51:30,Wednesday,
3857,City,170,Trip Completed,7/13/2016 21:34,7/13/2016 22:46,01:12:17,Wednesday,
4343,Airport,170,Trip Completed,7/14/2016 7:17,7/14/2016 8:07,00:50:17,Thursday,
4417,City,170,Trip Completed,7/14/2016 8:13,7/14/2016 9:07,00:54:01,Thursday,
5756,City,170,Trip Completed,7/15/2016 8:03,7/15/2016 8:51,00:48:46,Friday,
5907,Airport,170,Trip Completed,7/15/2016 9:56,7/15/2016 11:04,01:08:08,Friday,
699,Airport,171,Trip Completed,11/7/2016 14:02,11/7/2016 15:02,01:00:00,Monday,
821,City,171,Trip Completed,11/7/2016 17:34,11/7/2016 17:57,00:23:00,Monday,
2085,City,171,Trip Completed,12/7/2016 15:41,12/7/2016 16:27,00:46:00,Wednesday,
2346,Airport,171,Trip Completed,12/7/2016 19:17,12/7/2016 20:04,00:47:00,Wednesday,
2704,City,171,Trip Completed,7/13/2016 1:12,7/13/2016 1:58,00:45:37,Wednesday,
2901,Airport,171,Trip Completed,7/13/2016 6:04,7/13/2016 7:17,01:13:12,Wednesday,
3475,City,171,Trip Completed,7/13/2016 17:19,7/13/2016 17:55,00:35:55,Wednesday,
3743,Airport,171,Trip Completed,7/13/2016 20:19,7/13/2016 21:10,00:50:27,Wednesday,
5209,Airport,171,Trip Completed,7/14/2016 20:58,7/14/2016 21:59,01:01:16,Thursday,
6674,Airport,171,Trip Completed,7/15/2016 22:25,7/15/2016 23:08,00:43:01,Friday,
714,City,172,Trip Completed,11/7/2016 14:28,11/7/2016 15:34,01:06:00,Monday,
792,Airport,172,Trip Completed,11/7/2016 17:01,11/7/2016 17:44,00:43:00,Monday,
1341,Airport,172,Trip Completed,11/7/2016 23:26,12/7/2016 0:06,00:40:00,Monday,
1745,City,172,Trip Completed,12/7/2016 8:22,12/7/2016 9:13,00:51:00,Wednesday,
1971,City,172,Trip Completed,12/7/2016 12:08,12/7/2016 13:25,01:17:00,Wednesday,
2632,City,172,Trip Completed,12/7/2016 22:19,12/7/2016 23:21,01:02:00,Wednesday,
2935,City,172,Trip Completed,7/13/2016 6:30,7/13/2016 7:01,00:31:34,Wednesday,
3142,Airport,172,Trip Completed,7/13/2016 8:50,7/13/2016 9:59,01:08:20,Wednesday,
4516,City,172,Trip Completed,7/14/2016 9:11,7/14/2016 9:57,00:46:17,Thursday,
4605,Airport,172,Trip Completed,7/14/2016 10:14,7/14/2016 11:25,01:10:44,Thursday,
5936,Airport,172,Trip Completed,7/15/2016 10:17,7/15/2016 11:04,00:46:53,Friday,
6621,City,172,Trip Completed,7/15/2016 21:49,7/15/2016 22:30,00:40:43,Friday,
752,Airport,173,Trip Completed,11/7/2016 16:03,11/7/2016 17:08,01:05:00,Monday,
1336,City,173,Trip Completed,11/7/2016 23:17,11/7/2016 23:52,00:35:00,Monday,
1836,Airport,173,Trip Completed,12/7/2016 9:37,12/7/2016 10:19,00:42:00,Wednesday,
2447,Airport,173,Trip Completed,12/7/2016 20:24,12/7/2016 21:36,01:12:00,Wednesday,
3517,Airport,173,Trip Completed,7/13/2016 17:46,7/13/2016 18:35,00:48:46,Wednesday,
3831,Airport,173,Trip Completed,7/13/2016 21:16,7/13/2016 22:16,00:59:29,Wednesday,
4136,City,173,Trip Completed,7/14/2016 4:46,7/14/2016 5:21,00:35:25,Thursday,
4700,Airport,173,Trip Completed,7/14/2016 13:08,7/14/2016 13:54,00:46:44,Thursday,
5484,City,173,Trip Completed,7/15/2016 4:54,7/15/2016 5:47,00:52:17,Friday,
5900,City,173,Trip Completed,7/15/2016 9:53,7/15/2016 10:44,00:51:15,Friday,
6634,Airport,173,Trip Completed,7/15/2016 22:03,7/15/2016 22:44,00:41:41,Friday,
426,City,174,Trip Completed,11/7/2016 8:48,11/7/2016 9:53,01:05:00,Monday,
1320,City,174,Trip Completed,11/7/2016 22:52,12/7/2016 0:06,01:14:00,Monday,
1588,City,174,Trip Completed,12/7/2016 6:32,12/7/2016 7:19,00:47:00,Wednesday,
2375,Airport,174,Trip Completed,12/7/2016 19:38,12/7/2016 20:38,01:00:00,Wednesday,
4411,Airport,174,Trip Completed,7/14/2016 8:09,7/14/2016 8:52,00:42:31,Thursday,
4769,Airport,174,Trip Completed,7/14/2016 15:42,7/14/2016 16:41,00:58:30,Thursday,
5149,City,174,Trip Completed,7/14/2016 20:27,7/14/2016 21:26,00:59:12,Thursday,
5659,City,174,Trip Completed,7/15/2016 7:03,7/15/2016 8:08,01:04:59,Friday,
545,City,175,Trip Completed,11/7/2016 10:06,11/7/2016 10:42,00:36:00,Monday,
778,City,175,Trip Completed,11/7/2016 16:39,11/7/2016 17:18,00:39:00,Monday,
1289,City,175,Trip Completed,11/7/2016 22:26,11/7/2016 22:55,00:29:00,Monday,
1654,Airport,175,Trip Completed,12/7/2016 7:23,12/7/2016 8:06,00:43:00,Wednesday,
1945,Airport,175,Trip Completed,12/7/2016 11:33,12/7/2016 12:44,01:11:00,Wednesday,
2460,City,175,Trip Completed,12/7/2016 20:29,12/7/2016 21:40,01:11:00,Wednesday,
2877,Airport,175,Trip Completed,7/13/2016 5:49,7/13/2016 7:03,01:13:55,Wednesday,
3264,City,175,Trip Completed,7/13/2016 10:21,7/13/2016 11:31,01:10:49,Wednesday,
3927,City,175,Trip Completed,7/13/2016 22:22,7/13/2016 23:21,00:58:42,Wednesday,
5774,City,175,Trip Completed,7/15/2016 8:29,7/15/2016 9:22,00:53:06,Friday,
923,City,176,Trip Completed,11/7/2016 18:26,11/7/2016 19:37,01:11:00,Monday,
1439,City,176,Trip Completed,12/7/2016 4:45,12/7/2016 5:19,00:34:00,Wednesday,
2130,City,176,Trip Completed,12/7/2016 17:04,12/7/2016 17:46,00:42:00,Wednesday,
2797,City,176,Trip Completed,7/13/2016 4:53,7/13/2016 6:07,01:13:34,Wednesday,
3135,Airport,176,Trip Completed,7/13/2016 8:48,7/13/2016 9:21,00:33:06,Wednesday,
3525,Airport,176,Trip Completed,7/13/2016 17:48,7/13/2016 18:50,01:02:03,Wednesday,
3925,Airport,176,Trip Completed,7/13/2016 22:26,7/13/2016 23:25,00:58:49,Wednesday,
4087,City,176,Trip Completed,7/14/2016 2:52,7/14/2016 3:57,01:04:47,Thursday,
4706,City,176,Trip Completed,7/14/2016 13:14,7/14/2016 14:00,00:45:38,Thursday,
5448,Airport,176,Trip Completed,7/15/2016 3:22,7/15/2016 4:27,01:04:43,Friday,
5645,City,176,Trip Completed,7/15/2016 6:51,7/15/2016 7:35,00:44:38,Friday,
5862,City,176,Trip Completed,7/15/2016 9:19,7/15/2016 9:56,00:37:24,Friday,
6079,Airport,176,Trip Completed,7/15/2016 14:21,7/15/2016 15:07,00:45:26,Friday,
6648,Airport,176,Trip Completed,7/15/2016 22:04,7/15/2016 23:14,01:09:47,Friday,
863,City,177,Trip Completed,11/7/2016 17:55,11/7/2016 18:43,00:48:00,Monday,
1324,City,177,Trip Completed,11/7/2016 22:59,12/7/2016 0:05,01:06:00,Monday,
1666,City,177,Trip Completed,12/7/2016 7:37,12/7/2016 8:49,01:12:00,Wednesday,
1797,Airport,177,Trip Completed,12/7/2016 9:15,12/7/2016 9:41,00:26:00,Wednesday,
2279,Airport,177,Trip Completed,12/7/2016 18:38,12/7/2016 19:26,00:48:00,Wednesday,
2997,City,177,Trip Completed,7/13/2016 7:10,7/13/2016 7:49,00:38:23,Wednesday,
3343,Airport,177,Trip Completed,7/13/2016 12:57,7/13/2016 13:42,00:44:28,Wednesday,
3625,Airport,177,Trip Completed,7/13/2016 18:57,7/13/2016 20:01,01:03:57,Wednesday,
4310,City,177,Trip Completed,7/14/2016 6:48,7/14/2016 7:42,00:53:40,Thursday,
4750,Airport,177,Trip Completed,7/14/2016 15:09,7/14/2016 16:20,01:11:15,Thursday,
5185,Airport,177,Trip Completed,7/14/2016 20:35,7/14/2016 21:49,01:14:05,Thursday,
5978,Airport,177,Trip Completed,7/15/2016 11:27,7/15/2016 12:10,00:42:58,Friday,
6073,City,177,Trip Completed,7/15/2016 14:02,7/15/2016 14:50,00:47:50,Friday,
455,City,178,Trip Completed,11/7/2016 9:17,11/7/2016 10:12,00:55:00,Monday,
651,Airport,178,Trip Completed,11/7/2016 12:45,11/7/2016 13:25,00:40:00,Monday,
742,City,178,Trip Completed,11/7/2016 15:38,11/7/2016 16:25,00:47:00,Monday,
828,Airport,178,Trip Completed,11/7/2016 17:35,11/7/2016 18:07,00:32:00,Monday,
1701,City,178,Trip Completed,12/7/2016 7:58,12/7/2016 8:47,00:49:00,Wednesday,
1985,City,178,Trip Completed,12/7/2016 12:24,12/7/2016 13:29,01:05:00,Wednesday,
2277,City,178,Trip Completed,12/7/2016 18:39,12/7/2016 19:34,00:55:00,Wednesday,
3108,Airport,178,Trip Completed,7/13/2016 8:25,7/13/2016 9:35,01:10:08,Wednesday,
3880,Airport,178,Trip Completed,7/13/2016 21:54,7/13/2016 22:35,00:41:48,Wednesday,
4252,City,178,Trip Completed,7/14/2016 6:05,7/14/2016 6:46,00:41:23,Thursday,
4646,Airport,178,Trip Completed,7/14/2016 11:49,7/14/2016 12:55,01:06:55,Thursday,
5560,Airport,178,Trip Completed,7/15/2016 5:35,7/15/2016 6:19,00:43:59,Friday,
483,City,179,Trip Completed,11/7/2016 9:26,11/7/2016 10:04,00:38:00,Monday,
628,Airport,179,Trip Completed,11/7/2016 12:19,11/7/2016 13:00,00:41:00,Monday,
2285,City,179,Trip Completed,12/7/2016 18:34,12/7/2016 19:14,00:40:00,Wednesday,
4024,Airport,179,Trip Completed,7/13/2016 0:06,7/13/2016 0:42,00:35:47,Wednesday,
2952,City,179,Trip Completed,7/13/2016 6:39,7/13/2016 7:56,01:16:51,Wednesday,
4631,Airport,179,Trip Completed,7/14/2016 11:16,7/14/2016 12:24,01:07:36,Thursday,
5200,Airport,179,Trip Completed,7/14/2016 20:48,7/14/2016 21:38,00:49:44,Thursday,
5711,City,179,Trip Completed,7/15/2016 7:40,7/15/2016 8:33,00:53:08,Friday,
6399,Airport,179,Trip Completed,7/15/2016 19:24,7/15/2016 20:01,00:37:10,Friday,
6453,City,179,Trip Completed,7/15/2016 20:06,7/15/2016 21:02,00:55:52,Friday,
788,City,180,Trip Completed,11/7/2016 16:53,11/7/2016 17:54,01:01:00,Monday,
1550,Airport,180,Trip Completed,12/7/2016 6:08,12/7/2016 7:14,01:06:00,Wednesday,
2069,Airport,180,Trip Completed,12/7/2016 15:20,12/7/2016 15:55,00:35:00,Wednesday,
2593,City,180,Trip Completed,12/7/2016 21:43,12/7/2016 22:35,00:52:00,Wednesday,
2943,City,180,Trip Completed,7/13/2016 6:41,7/13/2016 7:15,00:34:48,Wednesday,
3649,City,180,Trip Completed,7/13/2016 19:11,7/13/2016 20:21,01:09:59,Wednesday,
3942,Airport,180,Trip Completed,7/13/2016 22:36,7/13/2016 23:42,01:05:54,Wednesday,
5512,Airport,180,Trip Completed,7/15/2016 5:10,7/15/2016 5:42,00:31:59,Friday,
5752,City,180,Trip Completed,7/15/2016 8:02,7/15/2016 9:09,01:07:21,Friday,
6362,City,180,Trip Completed,7/15/2016 19:05,7/15/2016 19:49,00:43:26,Friday,
1151,Airport,181,Trip Completed,11/7/2016 20:40,11/7/2016 21:38,00:58:00,Monday,
1812,Airport,181,Trip Completed,12/7/2016 9:16,12/7/2016 10:09,00:53:00,Wednesday,
1946,Airport,181,Trip Completed,12/7/2016 11:28,12/7/2016 12:32,01:04:00,Wednesday,
2646,City,181,Trip Completed,12/7/2016 22:46,12/7/2016 23:45,00:59:00,Wednesday,
3255,Airport,181,Trip Completed,7/13/2016 10:10,7/13/2016 11:20,01:10:59,Wednesday,
3431,Airport,181,Trip Completed,7/13/2016 16:03,7/13/2016 16:46,00:43:41,Wednesday,
3634,City,181,Trip Completed,7/13/2016 19:00,7/13/2016 19:54,00:53:30,Wednesday,
4592,City,181,Trip Completed,7/14/2016 10:09,7/14/2016 10:38,00:29:11,Thursday,
5705,City,181,Trip Completed,7/15/2016 7:32,7/15/2016 8:16,00:43:34,Friday,
6056,Airport,181,Trip Completed,7/15/2016 13:35,7/15/2016 14:02,00:26:54,Friday,
325,City,182,Trip Completed,11/7/2016 7:34,11/7/2016 8:44,01:10:00,Monday,
1015,City,182,Trip Completed,11/7/2016 19:15,11/7/2016 20:11,00:56:00,Monday,
1308,City,182,Trip Completed,11/7/2016 22:41,11/7/2016 23:54,01:13:00,Monday,
1667,City,182,Trip Completed,12/7/2016 7:42,12/7/2016 8:03,00:21:00,Wednesday,
2436,Airport,182,Trip Completed,12/7/2016 20:15,12/7/2016 20:46,00:31:00,Wednesday,
2865,City,182,Trip Completed,7/13/2016 5:42,7/13/2016 6:25,00:43:24,Wednesday,
3397,City,182,Trip Completed,7/13/2016 15:00,7/13/2016 15:58,00:58:28,Wednesday,
4040,Airport,182,Trip Completed,7/14/2016 0:38,7/14/2016 1:50,01:11:44,Thursday,
4094,City,182,Trip Completed,7/14/2016 3:09,7/14/2016 3:44,00:35:38,Thursday,
4568,Airport,182,Trip Completed,7/14/2016 9:50,7/14/2016 10:22,00:31:32,Thursday,
5105,City,182,Trip Completed,7/14/2016 19:59,7/14/2016 20:37,00:37:31,Thursday,
573,Airport,183,Trip Completed,11/7/2016 10:57,11/7/2016 11:30,00:33:00,Monday,
789,City,183,Trip Completed,11/7/2016 16:54,11/7/2016 17:36,00:42:00,Monday,
1525,City,183,Trip Completed,12/7/2016 5:48,12/7/2016 6:46,00:58:00,Wednesday,
